Code,TotalShares,Industry,IndCode
sz002435,490776795.0,机械设备,801890.SI
sz002436,1487907504.0,电子,801080.SI
sz002437,2198122950.0,医药生物,801150.SI
sz002438,485878156.0,机械设备,801890.SI
sz002439,896692587.0,计算机,801750.SI
sz002440,767000000.0,化工,801030.SI
sz002441,540549909.0,电气设备,801730.SI
sz002442,480000000.0,化工,801030.SI
sz002443,520535520.0,钢铁,801040.SI
sz002444,1075247700.0,机械设备,801890.SI
sz002445,829780286.0,传媒,801760.SI
sz002446,762110260.0,通信,801770.SI
sz002447,1428678000.0,农林牧渔,801010.SI
sz002448,588102305.0,汽车,801880.SI
sz002449,475751669.0,电子,801080.SI
sz002450,3536987910.0,化工,801030.SI
sz002451,439200000.0,电气设备,801730.SI
sz002452,525424000.0,电气设备,801730.SI
sz002453,571300000.0,化工,801030.SI
sz002454,421994400.0,汽车,801880.SI
sz002455,474120000.0,化工,801030.SI
sz002456,2715665975.0,电子,801080.SI
sz002457,334992000.0,建筑材料,801710.SI
sz002458,337378701.0,农林牧渔,801010.SI
sz002459,388689351.0,机械设备,801890.SI
sz002460,728904879.0,有色金属,801050.SI
sz002461,1106664240.0,食品饮料,801120.SI
sz002462,250526315.0,医药生物,801150.SI
sz002463,1674159763.0,电子,801080.SI
sz002464,232943924.0,传媒,801760.SI
sz002465,2307395829.0,通信,801770.SI
sz002466,994356650.0,有色金属,801050.SI
sz002467,783580220.0,通信,801770.SI
sz002468,1530802166.0,交通运输,801170.SI
sz002469,503262849.0,建筑装饰,801720.SI
sz002470,3150029146.0,化工,801030.SI
sz002471,1268000000.0,电气设备,801730.SI
sz002472,676744000.0,汽车,801880.SI
sz002473,160000000.0,家用电器,801110.SI
sz002474,622200000.0,计算机,801750.SI
sz002475,3172962197.0,电子,801080.SI
sz002476,612000000.0,化工,801030.SI
sz002477,3135159630.0,农林牧渔,801010.SI
sz002478,800200000.0,钢铁,801040.SI
sz002479,796350000.0,公用事业,801160.SI
sz002480,645368270.0,机械设备,801890.SI
sz002481,1263390000.0,食品饮料,801120.SI
sz002482,1537279657.0,建筑装饰,801720.SI
sz002483,672447760.0,机械设备,801890.SI
sz002484,815155441.0,电子,801080.SI
sz002485,320000000.0,纺织服装,801130.SI
sz002486,832000000.0,纺织服装,801130.SI
sz002487,540000000.0,机械设备,801890.SI
sz002488,671822774.0,汽车,801880.SI
sz002489,2175736503.0,轻工制造,801140.SI
sz002490,797848400.0,机械设备,801890.SI
sz002491,1261709144.0,通信,801770.SI
sz002492,405000000.0,交通运输,801170.SI
sz002493,3816000000.0,化工,801030.SI
sz002494,385560818.0,纺织服装,801130.SI
sz002495,935625600.0,食品饮料,801120.SI
sz002496,1507477887.0,化工,801030.SI
sz002497,960000000.0,化工,801030.SI
sz002498,3326796000.0,电气设备,801730.SI
sz002499,189000000.0,机械设备,801890.SI
sz002500,2828725153.0,非银金融,801790.SI
sz002501,1214835580.0,有色金属,801050.SI
sz002502,859828874.0,传媒,801760.SI
sz002503,3124191896.0,纺织服装,801130.SI
sz002504,1025800523.0,建筑装饰,801720.SI
sz002505,5485372200.0,农林牧渔,801010.SI
sz002506,5046400000.0,电气设备,801730.SI
sz002507,789357241.0,食品饮料,801120.SI
sz002508,949032825.0,家用电器,801110.SI
sz002509,2492492696.0,机械设备,801890.SI
sz002510,896241132.0,汽车,801880.SI
sz002511,757887000.0,轻工制造,801140.SI
sz002512,1095386132.0,计算机,801750.SI
sz002513,340086278.0,化工,801030.SI
sz002514,554034264.0,机械设备,801890.SI
sz002515,978313280.0,食品饮料,801120.SI
sz002516,1503412852.0,纺织服装,801130.SI
sz002517,1435011756.0,传媒,801760.SI
sz002518,589078794.0,电气设备,801730.SI
sz002519,1142222863.0,家用电器,801110.SI
sz002520,554088969.0,机械设备,801890.SI
sz002521,494685819.0,轻工制造,801140.SI
sz002522,905779387.0,轻工制造,801140.SI
sz002523,1011886286.0,机械设备,801890.SI
sz002524,503332800.0,公用事业,801160.SI
sz002526,534000000.0,机械设备,801890.SI
sz002527,620171214.0,电气设备,801730.SI
sz002528,1046364755.0,计算机,801750.SI
sz002529,260000000.0,机械设备,801890.SI
sz002530,490741853.0,机械设备,801890.SI
sz002531,1779019047.0,电气设备,801730.SI
sz002532,515635500.0,机械设备,801890.SI
sz002533,553121280.0,电气设备,801730.SI
sz002534,739432800.0,电气设备,801730.SI
sz002535,801683074.0,机械设备,801890.SI
sz002536,333807876.0,汽车,801880.SI
sz002537,1251350095.0,机械设备,801890.SI
sz002538,718120283.0,化工,801030.SI
sz002539,1010100000.0,化工,801030.SI
sz002540,1040000000.0,有色金属,801050.SI
sz002541,349145902.0,建筑装饰,801720.SI
sz002542,1800000000.0,建筑装饰,801720.SI
sz002543,440000000.0,家用电器,801110.SI
sz002544,515760000.0,通信,801770.SI
sz002545,1316397474.0,建筑装饰,801720.SI
sz002546,834049096.0,电气设备,801730.SI
sz002547,1128057168.0,电子,801080.SI
sz002548,380538204.0,农林牧渔,801010.SI
sz002549,623700000.0,化工,801030.SI
sz002550,1280000000.0,医药生物,801150.SI
sz002551,665110824.0,医药生物,801150.SI
sz002552,306232338.0,机械设备,801890.SI
sz002553,348000000.0,汽车,801880.SI
sz002554,1070810000.0,采掘,801020.SI
sz002555,2148110844.0,传媒,801760.SI
sz002556,717600000.0,化工,801030.SI
sz002557,507000000.0,食品饮料,801120.SI
sz002558,2024379932.0,传媒,801760.SI
sz002559,373003481.0,机械设备,801890.SI
sz002560,429141351.0,电气设备,801730.SI
sz002561,415763000.0,商业贸易,801200.SI
sz002562,541397984.0,化工,801030.SI
sz002563,2693829040.0,纺织服装,801130.SI
sz002564,735762000.0,机械设备,801890.SI
sz002565,687468000.0,轻工制造,801140.SI
sz002566,330951600.0,医药生物,801150.SI
sz002567,836570799.0,农林牧渔,801010.SI
sz002568,700304840.0,食品饮料,801120.SI
sz002569,140010000.0,纺织服装,801130.SI
sz002570,1022520000.0,食品饮料,801120.SI
sz002571,391950700.0,轻工制造,801140.SI
sz002572,923426310.0,轻工制造,801140.SI
sz002573,1073196600.0,公用事业,801160.SI
sz002574,528000000.0,轻工制造,801140.SI
sz002575,588720000.0,轻工制造,801140.SI
sz002576,165100000.0,电气设备,801730.SI
sz002577,283077400.0,计算机,801750.SI
sz002578,988093296.0,有色金属,801050.SI
sz002579,377780000.0,电子,801080.SI
sz002580,354401307.0,电气设备,801730.SI
sz002581,659735586.0,医药生物,801150.SI
sz002582,515684160.0,食品饮料,801120.SI
sz002583,1747337007.0,通信,801770.SI
sz002584,585216422.0,化工,801030.SI
sz002585,1156278085.0,轻工制造,801140.SI
sz002586,1041976663.0,建筑装饰,801720.SI
sz002587,611385834.0,电子,801080.SI
sz002588,1157268000.0,化工,801030.SI
sz002589,1504710471.0,医药生物,801150.SI
sz002590,479646926.0,汽车,801880.SI
sz002591,301074909.0,化工,801030.SI
sz002592,283331157.0,汽车,801880.SI
sz002593,701145000.0,汽车,801880.SI
sz002594,2728142855.0,汽车,801880.SI
sz002595,800000000.0,机械设备,801890.SI
sz002596,975529158.0,建筑材料,801710.SI
sz002597,564320186.0,化工,801030.SI
sz002598,312000000.0,机械设备,801890.SI
sz002599,324006118.0,轻工制造,801140.SI
sz002600,2354423774.0,有色金属,801050.SI
sz002601,2032095439.0,化工,801030.SI
sz002602,1027092040.0,传媒,801760.SI
sz002603,1204625583.0,医药生物,801150.SI
sz002604,599561402.0,农林牧渔,801010.SI
sz002605,397169187.0,轻工制造,801140.SI
sz002606,407496000.0,电气设备,801730.SI
sz002607,820335960.0,汽车,801880.SI
sz002608,3253145323.0,国防军工,801740.SI
sz002609,666942601.0,计算机,801750.SI
sz002610,4490861600.0,电气设备,801730.SI
sz002611,1158053635.0,机械设备,801890.SI
sz002612,400000000.0,纺织服装,801130.SI
sz002613,937170000.0,机械设备,801890.SI
sz002614,560744000.0,医药生物,801150.SI
sz002615,410400000.0,轻工制造,801140.SI
sz002616,743106144.0,家用电器,801110.SI
sz002617,734824767.0,电气设备,801730.SI
sz002618,547920000.0,电子,801080.SI
sz002619,1642467086.0,传媒,801760.SI
sz002620,362500000.0,建筑装饰,801720.SI
sz002621,337500000.0,机械设备,801890.SI
sz002622,840000000.0,电气设备,801730.SI
sz002623,160000000.0,建筑材料,801710.SI
sz002624,1314686873.0,传媒,801760.SI
sz002625,1267511727.0,汽车,801880.SI
sz002626,616481927.0,医药生物,801150.SI
sz002627,133500000.0,交通运输,801170.SI
sz002628,737416215.0,建筑装饰,801720.SI
sz002629,411948000.0,采掘,801020.SI
sz002630,738000000.0,电气设备,801730.SI
sz002631,650480000.0,轻工制造,801140.SI
sz002632,609070888.0,化工,801030.SI
sz002633,150000000.0,机械设备,801890.SI
sz002634,461002575.0,纺织服装,801130.SI
sz002635,752233872.0,电子,801080.SI
sz002636,728000000.0,电子,801080.SI
sz002637,422200000.0,化工,801030.SI
sz002638,1518685574.0,电子,801080.SI
sz002639,674072767.0,机械设备,801890.SI
sz002640,1435110371.0,商业贸易,801200.SI
sz002641,1123200000.0,建筑材料,801710.SI
sz002642,635769528.0,计算机,801750.SI
sz002643,909133215.0,化工,801030.SI
sz002644,510657000.0,医药生物,801150.SI
sz002645,209445019.0,机械设备,801890.SI
sz002646,450000000.0,食品饮料,801120.SI
sz002647,373291100.0,机械设备,801890.SI
sz002648,1063710806.0,化工,801030.SI
sz002649,527314200.0,计算机,801750.SI
sz002650,1152000000.0,食品饮料,801120.SI
sz002651,1002500000.0,机械设备,801890.SI
sz002652,512064000.0,建筑材料,801710.SI
sz002653,1080270000.0,医药生物,801150.SI
sz002654,827787010.0,传媒,801760.SI
sz002655,360000000.0,电子,801080.SI
sz002656,445324903.0,纺织服装,801130.SI
sz002657,337576686.0,计算机,801750.SI
sz002658,604880320.0,机械设备,801890.SI
sz002659,498566987.0,建筑装饰,801720.SI
sz002660,274780458.0,电子,801080.SI
sz002661,335185748.0,食品饮料,801120.SI
sz002662,1500000000.0,汽车,801880.SI
sz002663,1795890452.0,建筑装饰,801720.SI
sz002664,400020000.0,汽车,801880.SI
sz002665,1971129886.0,电气设备,801730.SI
sz002666,754329268.0,化工,801030.SI
sz002667,135960000.0,机械设备,801890.SI
sz002668,635470225.0,家用电器,801110.SI
sz002669,230797101.0,化工,801030.SI
sz002670,1497804400.0,非银金融,801790.SI
sz002671,476582556.0,建筑材料,801710.SI
sz002672,886857102.0,公用事业,801160.SI
sz002673,3501839770.0,非银金融,801790.SI
sz002674,302178412.0,纺织服装,801130.SI
sz002675,703603035.0,医药生物,801150.SI
sz002676,720000000.0,家用电器,801110.SI
sz002677,645872102.0,家用电器,801110.SI
sz002678,1044861787.0,轻工制造,801140.SI
sz002679,138680000.0,农林牧渔,801010.SI
sz002680,973690378.0,医药生物,801150.SI
sz002681,1413048760.0,家用电器,801110.SI
sz002682,374912396.0,汽车,801880.SI
sz002683,701487983.0,化工,801030.SI
sz002684,567374389.0,电子,801080.SI
sz002685,689442857.0,机械设备,801890.SI
sz002686,443082021.0,机械设备,801890.SI
sz002687,354852000.0,纺织服装,801130.SI
sz002688,635289655.0,农林牧渔,801010.SI
sz002689,956307976.0,机械设备,801890.SI
sz002690,676000000.0,机械设备,801890.SI
sz002691,200000000.0,机械设备,801890.SI
sz002692,718146000.0,电气设备,801730.SI
sz002693,405000000.0,医药生物,801150.SI
sz002694,597196800.0,建筑材料,801710.SI
sz002695,499957128.0,食品饮料,801120.SI
sz002696,232535701.0,农林牧渔,801010.SI
sz002697,1360000000.0,商业贸易,801200.SI
sz002698,681700000.0,机械设备,801890.SI
sz002699,909572725.0,纺织服装,801130.SI
sz002700,422426880.0,公用事业,801160.SI
sz002701,2355225600.0,轻工制造,801140.SI
sz002702,506702000.0,食品饮料,801120.SI
sz002703,789644637.0,汽车,801880.SI
sz002705,813437768.0,家用电器,801110.SI
sz002706,524277820.0,电气设备,801730.SI
sz002707,843290420.0,休闲服务,801210.SI
sz002708,469469960.0,汽车,801880.SI
sz002709,339962016.0,化工,801030.SI
sz002711,1056070400.0,交通运输,801170.SI
sz002712,316563817.0,传媒,801760.SI
sz002713,253752652.0,建筑装饰,801720.SI
sz002714,1158463457.0,农林牧渔,801010.SI
sz002715,92000000.0,汽车,801880.SI
sz002716,564987172.0,有色金属,801050.SI
sz002717,415845200.0,建筑装饰,801720.SI
sz002718,87631886.0,建筑材料,801710.SI
sz002719,108837161.0,食品饮料,801120.SI
sz002721,648036000.0,轻工制造,801140.SI
sz002722,175466542.0,机械设备,801890.SI
sz002723,186700000.0,家用电器,801110.SI
sz002724,600000000.0,电子,801080.SI
sz002725,160000000.0,汽车,801880.SI
sz002726,756092000.0,食品饮料,801120.SI
sz002727,520600000.0,医药生物,801150.SI
sz002728,200000000.0,医药生物,801150.SI
sz002729,66680000.0,电子,801080.SI
sz002730,322674000.0,机械设备,801890.SI
sz002731,150680000.0,轻工制造,801140.SI
sz002732,157350000.0,食品饮料,801120.SI
sz002733,350113207.0,电气设备,801730.SI
sz002734,164708953.0,化工,801030.SI
sz002735,84223900.0,轻工制造,801140.SI
sz002736,8200000000.0,非银金融,801790.SI
sz002737,292000000.0,医药生物,801150.SI
sz002738,192430000.0,采掘,801020.SI
sz002739,1174294974.0,传媒,801760.SI
sz002740,330586904.0,轻工制造,801140.SI
sz002741,374228798.0,化工,801030.SI
sz002742,432000000.0,建筑材料,801710.SI
sz002743,337210880.0,建筑装饰,801720.SI
sz002745,528327918.0,电子,801080.SI
sz002746,181840201.0,农林牧渔,801010.SI
sz002747,836977005.0,机械设备,801890.SI
sz002748,240000000.0,化工,801030.SI
sz002749,75000000.0,化工,801030.SI
sz002750,400500000.0,医药生物,801150.SI
sz002751,142845000.0,轻工制造,801140.SI
sz002752,833180519.0,轻工制造,801140.SI
sz002753,222075000.0,化工,801030.SI
sz002755,101340000.0,建筑装饰,801720.SI
sz002756,360000000.0,钢铁,801040.SI
sz002757,109340000.0,机械设备,801890.SI
sz002758,210000000.0,医药生物,801150.SI
sz002759,452179983.0,家用电器,801110.SI
sz002760,88000000.0,机械设备,801890.SI
sz002761,120000000.0,纺织服装,801130.SI
sz002762,202300000.0,纺织服装,801130.SI
sz002763,388800000.0,纺织服装,801130.SI
sz002765,428896000.0,汽车,801880.SI
sz002766,421754014.0,计算机,801750.SI
sz002767,150000000.0,电气设备,801730.SI
sz002768,240000000.0,化工,801030.SI
sz002769,376513608.0,交通运输,801170.SI
sz002770,1094867797.0,食品饮料,801120.SI
sz002771,161600200.0,计算机,801750.SI
sz002772,373330707.0,农林牧渔,801010.SI
sz002773,674954060.0,医药生物,801150.SI
sz002774,334800000.0,机械设备,801890.SI
sz002775,247980000.0,建筑装饰,801720.SI
sz002776,240458204.0,纺织服装,801130.SI
sz002777,160000000.0,计算机,801750.SI
sz002778,89109500.0,化工,801030.SI
sz002779,132000000.0,机械设备,801890.SI
sz002780,101208601.0,纺织服装,801130.SI
sz002781,225000000.0,建筑装饰,801720.SI
sz002782,426000000.0,电子,801080.SI
sz002783,208675000.0,化工,801030.SI
sz002785,200000000.0,建筑材料,801710.SI
sz002786,381240000.0,机械设备,801890.SI
sz002787,288120000.0,轻工制造,801140.SI
sz002788,128168800.0,医药生物,801150.SI
sz002789,81200000.0,建筑装饰,801720.SI
sz002790,160000000.0,轻工制造,801140.SI
sz002791,321540000.0,建筑材料,801710.SI
sz002792,225790000.0,通信,801770.SI
sz002793,200000000.0,机械设备,801890.SI
sz002795,200000000.0,建筑材料,801710.SI
sz002796,80000000.0,机械设备,801890.SI
sz002797,3502400000.0,非银金融,801790.SI
sz002798,86377358.0,轻工制造,801140.SI
sz002799,150000000.0,轻工制造,801140.SI
sz002800,74680000.0,交通运输,801170.SI
sz002801,118345000.0,电气设备,801730.SI
sz002802,108000000.0,化工,801030.SI
sz002803,116000000.0,轻工制造,801140.SI
sz002805,96913800.0,化工,801030.SI
sz002806,136000000.0,有色金属,801050.SI
sz002807,1767354347.0,银行,801780.SI
sz002808,192000000.0,电子,801080.SI
sz002809,120000000.0,化工,801030.SI
sz002810,95560000.0,化工,801030.SI
sz002811,180000000.0,建筑装饰,801720.SI
sz002812,136450000.0,轻工制造,801140.SI
sz002813,120000000.0,通信,801770.SI
sz002815,410000000.0,电子,801080.SI
sz002816,100000000.0,机械设备,801890.SI
sz002817,86670000.0,医药生物,801150.SI
sz002818,440000000.0,商业贸易,801200.SI
sz002819,113340000.0,机械设备,801890.SI
sz002820,128000000.0,食品饮料,801120.SI
sz002821,230110706.0,医药生物,801150.SI
sz002822,600000000.0,建筑装饰,801720.SI
sz002823,290329987.0,电气设备,801730.SI
sz002824,180000000.0,有色金属,801050.SI
sz002825,100310000.0,化工,801030.SI
sz002826,189720000.0,医药生物,801150.SI
sz002827,184000000.0,化工,801030.SI
sz002828,119770000.0,采掘,801020.SI
sz002829,160180000.0,国防军工,801740.SI
sz002830,133340000.0,建筑装饰,801720.SI
sz002831,400010000.0,轻工制造,801140.SI
sz002832,106670000.0,纺织服装,801130.SI
sz002833,135225000.0,机械设备,801890.SI
sz002835,216000000.0,计算机,801750.SI
sz002836,160000000.0,轻工制造,801140.SI
sz002837,202091992.0,机械设备,801890.SI
sz002838,126000000.0,化工,801030.SI
sz002839,1807526665.0,银行,801780.SI
sz002840,178666700.0,食品饮料,801120.SI
sz002841,406312500.0,电子,801080.SI
sz002842,100000000.0,有色金属,801050.SI
sz002843,140000000.0,机械设备,801890.SI
sz002845,100673984.0,电子,801080.SI
sz002846,120000000.0,轻工制造,801140.SI
sz002847,124000000.0,食品饮料,801120.SI
sz002848,167150000.0,家用电器,801110.SI
sz002849,86666700.0,机械设备,801890.SI
sz002850,140000000.0,电子,801080.SI
sz002851,180666147.0,电气设备,801730.SI
sz002852,100000000.0,农林牧渔,801010.SI
sz002853,155341500.0,轻工制造,801140.SI
sz002855,240000000.0,电子,801080.SI
sz002856,101340000.0,建筑装饰,801720.SI
sz002857,80000000.0,机械设备,801890.SI
sz002858,63160000.0,传媒,801760.SI
sz002859,255700000.0,电子,801080.SI
sz002860,75978680.0,家用电器,801110.SI
sz002861,122698400.0,电子,801080.SI
sz002862,80000000.0,轻工制造,801140.SI
sz002863,221500000.0,汽车,801880.SI
sz002865,120000000.0,汽车,801880.SI
sz002866,143626700.0,电子,801080.SI
sz002867,477850000.0,轻工制造,801140.SI
sz002868,120000000.0,农林牧渔,801010.SI
sz002869,117800000.0,计算机,801750.SI
sz002870,110670000.0,机械设备,801890.SI
sz002871,68000000.0,机械设备,801890.SI
sz002872,212000000.0,医药生物,801150.SI
sz002873,68880000.0,医药生物,801150.SI
sz002875,100000000.0,纺织服装,801130.SI
sz002876,80000000.0,电子,801080.SI
sz002877,122240000.0,机械设备,801890.SI
sz002878,75360000.0,传媒,801760.SI
sz002879,137934029.0,电气设备,801730.SI
sz002880,108000000.0,医药生物,801150.SI
sz002881,106670000.0,电子,801080.SI
sz002882,425000000.0,电气设备,801730.SI
sz002883,53333500.0,建筑装饰,801720.SI
sz002884,77470000.0,机械设备,801890.SI
sz002885,80000000.0,电子,801080.SI
sz002886,78431500.0,化工,801030.SI
sz002888,83117600.0,电子,801080.SI
sz300001,997570075.0,电气设备,801730.SI
sz300002,1961091984.0,计算机,801750.SI
sz300003,1781652921.0,医药生物,801150.SI
sz300004,509218928.0,机械设备,801890.SI
sz300005,891293904.0,纺织服装,801130.SI
sz300006,812241205.0,医药生物,801150.SI
sz300007,293022806.0,机械设备,801890.SI
sz300008,960016185.0,国防军工,801740.SI
sz300009,712522480.0,医药生物,801150.SI
sz300010,872610697.0,计算机,801750.SI
sz300011,558650387.0,电气设备,801730.SI
sz300012,1659895518.0,综合,801230.SI
sz300013,297791410.0,交通运输,801170.SI
sz300014,855985593.0,电子,801080.SI
sz300015,1520014964.0,医药生物,801150.SI
sz300016,325993251.0,医药生物,801150.SI
sz300017,2409696921.0,通信,801770.SI
sz300018,487116536.0,电气设备,801730.SI
sz300019,330901951.0,化工,801030.SI
sz300020,655789086.0,计算机,801750.SI
sz300021,797360687.0,农林牧渔,801010.SI
sz300022,380240380.0,商业贸易,801200.SI
sz300023,316106775.0,非银金融,801790.SI
sz300024,1560239617.0,机械设备,801890.SI
sz300025,428530562.0,通信,801770.SI
sz300026,3011054793.0,医药生物,801150.SI
sz300027,2774505919.0,传媒,801760.SI
sz300028,343980000.0,通信,801770.SI
sz300029,200000000.0,电气设备,801730.SI
sz300030,308795815.0,医药生物,801150.SI
sz300031,396767886.0,传媒,801760.SI
sz300032,803169608.0,电子,801080.SI
sz300033,537600000.0,计算机,801750.SI
sz300034,421786943.0,国防军工,801740.SI
sz300035,518006058.0,机械设备,801890.SI
sz300036,449578967.0,计算机,801750.SI
sz300037,378435368.0,化工,801030.SI
sz300038,418509687.0,通信,801770.SI
sz300039,1071493800.0,医药生物,801150.SI
sz300040,346187204.0,电气设备,801730.SI
sz300041,425712412.0,化工,801030.SI
sz300042,133600000.0,计算机,801750.SI
sz300043,1244198401.0,传媒,801760.SI
sz300044,400397211.0,计算机,801750.SI
sz300045,576191387.0,计算机,801750.SI
sz300046,142080000.0,电子,801080.SI
sz300047,357733482.0,计算机,801750.SI
sz300048,1102201357.0,电气设备,801730.SI
sz300049,263053100.0,医药生物,801150.SI
sz300050,560861718.0,通信,801770.SI
sz300051,367859590.0,传媒,801760.SI
sz300052,261038600.0,传媒,801760.SI
sz300053,623180110.0,电子,801080.SI
sz300054,961124002.0,化工,801030.SI
sz300055,865184815.0,公用事业,801160.SI
sz300056,385490443.0,公用事业,801160.SI
sz300057,439664781.0,轻工制造,801140.SI
sz300058,2213017239.0,传媒,801760.SI
sz300059,4288779718.0,传媒,801760.SI
sz300061,526089653.0,轻工制造,801140.SI
sz300062,308000000.0,电气设备,801730.SI
sz300063,726426950.0,传媒,801760.SI
sz300064,1205476595.0,机械设备,801890.SI
sz300065,362340972.0,计算机,801750.SI
sz300066,1040033262.0,机械设备,801890.SI
sz300067,654775968.0,化工,801030.SI
sz300068,871554329.0,电气设备,801730.SI
sz300069,117000000.0,电气设备,801730.SI
sz300070,3133686772.0,公用事业,801160.SI
sz300071,678491488.0,传媒,801760.SI
sz300072,1807963867.0,公用事业,801160.SI
sz300073,366068040.0,化工,801030.SI
sz300074,543213000.0,计算机,801750.SI
sz300075,424566455.0,计算机,801750.SI
sz300076,424000000.0,电子,801080.SI
sz300077,563393000.0,电子,801080.SI
sz300078,807885334.0,电子,801080.SI
sz300079,1377793862.0,计算机,801750.SI
sz300080,502804021.0,机械设备,801890.SI
sz300081,514607876.0,通信,801770.SI
sz300082,680670000.0,化工,801030.SI
sz300083,1431865568.0,电子,801080.SI
sz300084,384765738.0,机械设备,801890.SI
sz300085,706640535.0,计算机,801750.SI
sz300086,450000000.0,医药生物,801150.SI
sz300087,421707997.0,农林牧渔,801010.SI
sz300088,1149439907.0,电子,801080.SI
sz300089,434800140.0,轻工制造,801140.SI
sz300090,1319952922.0,公用事业,801160.SI
sz300091,555598900.0,机械设备,801890.SI
sz300092,237797500.0,机械设备,801890.SI
sz300093,216000000.0,建筑材料,801710.SI
sz300094,783845620.0,农林牧渔,801010.SI
sz300095,378554854.0,机械设备,801890.SI
sz300096,430000000.0,计算机,801750.SI
sz300097,288549669.0,机械设备,801890.SI
sz300098,1106119491.0,通信,801770.SI
sz300099,660399255.0,机械设备,801890.SI
sz300100,397951246.0,汽车,801880.SI
sz300101,556000000.0,国防军工,801740.SI
sz300102,704553311.0,电子,801080.SI
sz300103,211734000.0,机械设备,801890.SI
sz300104,3989440192.0,传媒,801760.SI
sz300105,513216000.0,电气设备,801730.SI
sz300106,211332310.0,农林牧渔,801010.SI
sz300107,545798522.0,化工,801030.SI
sz300108,636014674.0,医药生物,801150.SI
sz300109,170482422.0,化工,801030.SI
sz300110,986105137.0,医药生物,801150.SI
sz300111,1119800000.0,电气设备,801730.SI
sz300112,262430197.0,机械设备,801890.SI
sz300113,693370958.0,传媒,801760.SI
sz300114,590760499.0,机械设备,801890.SI
sz300115,903149817.0,电子,801080.SI
sz300116,2432524564.0,电子,801080.SI
sz300117,716760000.0,建筑材料,801710.SI
sz300118,904616941.0,电气设备,801730.SI
sz300119,404493463.0,农林牧渔,801010.SI
sz300120,204545976.0,电气设备,801730.SI
sz300121,289220000.0,化工,801030.SI
sz300122,1600000000.0,医药生物,801150.SI
sz300123,301725410.0,国防军工,801740.SI
sz300124,1665111931.0,电气设备,801730.SI
sz300125,118000000.0,公用事业,801160.SI
sz300126,305408800.0,机械设备,801890.SI
sz300127,323146360.0,有色金属,801050.SI
sz300128,841627240.0,电子,801080.SI
sz300129,727087180.0,电气设备,801730.SI
sz300130,239872740.0,计算机,801750.SI
sz300131,1069526426.0,电子,801080.SI
sz300132,385920000.0,化工,801030.SI
sz300133,1769704221.0,传媒,801760.SI
sz300134,767498006.0,通信,801770.SI
sz300135,921600000.0,化工,801030.SI
sz300136,982834638.0,电子,801080.SI
sz300137,344395344.0,公用事业,801160.SI
sz300138,366954422.0,农林牧渔,801010.SI
sz300139,274000000.0,电子,801080.SI
sz300140,345154706.0,电气设备,801730.SI
sz300141,250449600.0,电气设备,801730.SI
sz300142,1537436984.0,医药生物,801150.SI
sz300143,288387118.0,农林牧渔,801010.SI
sz300144,1452607800.0,休闲服务,801210.SI
sz300145,1202148734.0,机械设备,801890.SI
sz300146,1470121880.0,食品饮料,801120.SI
sz300147,661476335.0,医药生物,801150.SI
sz300148,844934446.0,传媒,801760.SI
sz300149,422100000.0,农林牧渔,801010.SI
sz300150,540000000.0,计算机,801750.SI
sz300151,502500000.0,机械设备,801890.SI
sz300152,712800000.0,公用事业,801160.SI
sz300153,320000000.0,电气设备,801730.SI
sz300154,447000000.0,机械设备,801890.SI
sz300155,543370602.0,计算机,801750.SI
sz300156,1010024415.0,公用事业,801160.SI
sz300157,712772080.0,采掘,801020.SI
sz300158,519529330.0,医药生物,801150.SI
sz300159,1490360202.0,国防军工,801740.SI
sz300160,597760000.0,家用电器,801110.SI
sz300161,172791187.0,机械设备,801890.SI
sz300162,349510030.0,电子,801080.SI
sz300163,474000000.0,化工,801030.SI
sz300164,449262159.0,采掘,801020.SI
sz300165,461760000.0,机械设备,801890.SI
sz300166,1049969480.0,计算机,801750.SI
sz300167,300240000.0,计算机,801750.SI
sz300168,1031082642.0,计算机,801750.SI
sz300169,325984340.0,化工,801030.SI
sz300170,857887869.0,计算机,801750.SI
sz300171,628337040.0,医药生物,801150.SI
sz300172,507000000.0,公用事业,801160.SI
sz300173,586180503.0,机械设备,801890.SI
sz300174,244800000.0,化工,801030.SI
sz300175,470800000.0,农林牧渔,801010.SI
sz300176,107280000.0,汽车,801880.SI
sz300177,446763611.0,计算机,801750.SI
sz300178,618288803.0,休闲服务,801210.SI
sz300179,477407350.0,机械设备,801890.SI
sz300180,631019839.0,化工,801030.SI
sz300181,608624848.0,医药生物,801150.SI
sz300182,2554968807.0,计算机,801750.SI
sz300183,453264857.0,电子,801080.SI
sz300184,658197404.0,电子,801080.SI
sz300185,3267743928.0,机械设备,801890.SI
sz300187,648530285.0,公用事业,801160.SI
sz300188,496340506.0,计算机,801750.SI
sz300189,1024000000.0,农林牧渔,801010.SI
sz300190,452284906.0,公用事业,801160.SI
sz300191,320000000.0,采掘,801020.SI
sz300192,242550000.0,化工,801030.SI
sz300193,507307078.0,机械设备,801890.SI
sz300194,1189712382.0,医药生物,801150.SI
sz300195,433483630.0,机械设备,801890.SI
sz300196,424496076.0,化工,801030.SI
sz300197,1519653615.0,建筑装饰,801720.SI
sz300198,1031548540.0,建筑材料,801710.SI
sz300199,934692540.0,医药生物,801150.SI
sz300200,260651171.0,化工,801030.SI
sz300201,1028562810.0,机械设备,801890.SI
sz300202,549504000.0,计算机,801750.SI
