Code,TotalShares,Industry,IndCode
sz000716,632828444.0,食品饮料,801120.SI
sz000717,2419524410.0,钢铁,801040.SI
sz000718,3034636384.0,房地产,801180.SI
sz000719,1023203749.0,传媒,801760.SI
sz000720,863460000.0,公用事业,801160.SI
sz000721,499055920.0,休闲服务,801210.SI
sz000722,464158282.0,公用事业,801160.SI
sz000723,4105932102.0,采掘,801020.SI
sz000725,34798398763.0,电子,801080.SI
sz000726,922602311.0,纺织服装,801130.SI
sz000727,4529566980.0,电子,801080.SI
sz000728,2946150000.0,非银金融,801790.SI
sz000729,2818539341.0,食品饮料,801120.SI
sz000731,591484352.0,化工,801030.SI
sz000732,1244450720.0,房地产,801180.SI
sz000733,469342218.0,电子,801080.SI
sz000735,1151513578.0,农林牧渔,801010.SI
sz000736,297193885.0,房地产,801180.SI
sz000737,548760000.0,化工,801030.SI
sz000738,1145642349.0,国防军工,801740.SI
sz000739,1146869310.0,医药生物,801150.SI
sz000750,4215541972.0,非银金融,801790.SI
sz000751,1409869279.0,有色金属,801050.SI
sz000752,263758491.0,食品饮料,801120.SI
sz000753,991481071.0,汽车,801880.SI
sz000755,469264621.0,化工,801030.SI
sz000756,457312830.0,医药生物,801150.SI
sz000757,451621156.0,汽车,801880.SI
sz000758,1969378424.0,有色金属,801050.SI
sz000759,681021500.0,商业贸易,801200.SI
sz000760,788494628.0,汽车,801880.SI
sz000761,3136000000.0,钢铁,801040.SI
sz000762,520819240.0,采掘,801020.SI
sz000766,966494707.0,医药生物,801150.SI
sz000767,3076942219.0,公用事业,801160.SI
sz000768,2768645071.0,国防军工,801740.SI
sz000776,7621087664.0,非银金融,801790.SI
sz000777,383417593.0,机械设备,801890.SI
sz000778,3990880176.0,钢铁,801040.SI
sz000779,186441020.0,纺织服装,801130.SI
sz000780,1014306324.0,采掘,801020.SI
sz000782,528139623.0,化工,801030.SI
sz000783,5529467678.0,非银金融,801790.SI
sz000785,251221698.0,商业贸易,801200.SI
sz000786,1788579717.0,建筑材料,801710.SI
sz000788,595987425.0,医药生物,801150.SI
sz000789,613364368.0,建筑材料,801710.SI
sz000790,431021374.0,医药生物,801150.SI
sz000791,971126200.0,公用事业,801160.SI
sz000792,2786090601.0,化工,801030.SI
sz000793,2001294740.0,传媒,801760.SI
sz000795,1133684103.0,有色金属,801050.SI
sz000796,803000258.0,休闲服务,801210.SI
sz000797,999596140.0,房地产,801180.SI
sz000798,319455000.0,农林牧渔,801010.SI
sz000799,324928980.0,食品饮料,801120.SI
sz000800,1627500000.0,汽车,801880.SI
sz000801,1022806646.0,家用电器,801110.SI
sz000802,726250255.0,传媒,801760.SI
sz000803,127730893.0,房地产,801180.SI
sz000806,1099911762.0,电气设备,801730.SI
sz000807,2606838797.0,有色金属,801050.SI
sz000809,824791293.0,房地产,801180.SI
sz000810,1034558280.0,家用电器,801110.SI
sz000811,653054151.0,机械设备,801890.SI
sz000812,447375651.0,轻工制造,801140.SI
sz000813,2241481800.0,有色金属,801050.SI
sz000815,695263035.0,轻工制造,801140.SI
sz000816,1418803318.0,机械设备,801890.SI
sz000818,691643440.0,化工,801030.SI
sz000819,271338100.0,化工,801030.SI
sz000820,637245222.0,公用事业,801160.SI
sz000821,477732636.0,机械设备,801890.SI
sz000822,895091926.0,化工,801030.SI
sz000823,536966000.0,电子,801080.SI
sz000825,5696247796.0,钢铁,801040.SI
sz000826,1021841989.0,公用事业,801160.SI
sz000828,1039516992.0,交通运输,801170.SI
sz000829,959313496.0,商业贸易,801200.SI
sz000830,1464860778.0,化工,801030.SI
sz000831,980888981.0,有色金属,801050.SI
sz000833,668401851.0,综合,801230.SI
sz000835,326760374.0,传媒,801760.SI
sz000836,1208455224.0,通信,801770.SI
sz000837,693370910.0,机械设备,801890.SI
sz000838,1100462170.0,房地产,801180.SI
sz000839,3919826352.0,综合,801230.SI
sz000848,978562728.0,食品饮料,801120.SI
sz000850,943665009.0,纺织服装,801130.SI
sz000851,650825028.0,通信,801770.SI
sz000852,598157690.0,机械设备,801890.SI
sz000856,227000000.0,机械设备,801890.SI
sz000858,3795966720.0,食品饮料,801120.SI
sz000859,739449730.0,化工,801030.SI
sz000860,570589992.0,食品饮料,801120.SI
sz000861,2249873659.0,商业贸易,801200.SI
sz000862,706118997.0,公用事业,801160.SI
sz000863,1381752594.0,休闲服务,801210.SI
sz000868,695565603.0,汽车,801880.SI
sz000869,685464000.0,食品饮料,801120.SI
sz000875,2146313980.0,公用事业,801160.SI
sz000876,4216015009.0,农林牧渔,801010.SI
sz000877,880101259.0,建筑材料,801710.SI
sz000878,1416398800.0,有色金属,801050.SI
sz000880,276100500.0,机械设备,801890.SI
sz000881,1055597987.0,综合,801230.SI
sz000882,2737351947.0,商业贸易,801200.SI
sz000883,6507449486.0,公用事业,801160.SI
sz000885,496381983.0,建筑材料,801710.SI
sz000886,988828300.0,交通运输,801170.SI
sz000887,1234440095.0,汽车,801880.SI
sz000888,526913102.0,休闲服务,801210.SI
sz000889,621826786.0,通信,801770.SI
sz000890,379641600.0,机械设备,801890.SI
sz000892,980980473.0,传媒,801760.SI
sz000893,756903272.0,农林牧渔,801010.SI
sz000895,3299558284.0,食品饮料,801120.SI
sz000897,1617272234.0,房地产,801180.SI
sz000898,7234807847.0,钢铁,801040.SI
sz000899,975677760.0,公用事业,801160.SI
sz000900,1517828334.0,交通运输,801170.SI
sz000901,409460479.0,机械设备,801890.SI
sz000902,1304529290.0,化工,801030.SI
sz000903,1757537138.0,汽车,801880.SI
sz000905,531000000.0,交通运输,801170.SI
sz000906,510812469.0,商业贸易,801200.SI
sz000908,879774351.0,医药生物,801150.SI
sz000909,312352464.0,房地产,801180.SI
sz000910,555390000.0,轻工制造,801140.SI
sz000911,324080937.0,农林牧渔,801010.SI
sz000912,585000000.0,化工,801030.SI
sz000913,453536000.0,汽车,801880.SI
sz000915,234331485.0,医药生物,801150.SI
sz000916,1090000000.0,交通运输,801170.SI
sz000917,1417556338.0,传媒,801760.SI
sz000918,1804191500.0,房地产,801180.SI
sz000919,504000000.0,医药生物,801150.SI
sz000920,422000000.0,公用事业,801160.SI
sz000921,1362725370.0,家用电器,801110.SI
sz000922,543667277.0,电气设备,801730.SI
sz000923,652728961.0,机械设备,801890.SI
sz000925,392925733.0,机械设备,801890.SI
sz000926,949322474.0,房地产,801180.SI
sz000927,1595174020.0,汽车,801880.SI
sz000928,1256662942.0,建筑装饰,801720.SI
sz000929,185766000.0,食品饮料,801120.SI
sz000930,964411115.0,农林牧渔,801010.SI
sz000931,753126982.0,综合,801230.SI
sz000932,3015650025.0,钢铁,801040.SI
sz000933,1900500000.0,有色金属,801050.SI
sz000935,763440333.0,建筑材料,801710.SI
sz000936,886012887.0,化工,801030.SI
sz000937,3533546850.0,采掘,801020.SI
sz000938,1042303162.0,计算机,801750.SI
sz000939,3929595494.0,公用事业,801160.SI
sz000948,246606046.0,计算机,801750.SI
sz000949,1257656049.0,化工,801030.SI
sz000950,598799235.0,化工,801030.SI
sz000951,671080800.0,汽车,801880.SI
sz000952,251705513.0,医药生物,801150.SI
sz000953,294059437.0,化工,801030.SI
sz000955,538395000.0,纺织服装,801130.SI
sz000957,592903936.0,汽车,801880.SI
sz000958,1102273226.0,公用事业,801160.SI
sz000959,5289389600.0,钢铁,801040.SI
sz000960,1668776379.0,有色金属,801050.SI
sz000961,3709788797.0,房地产,801180.SI
sz000962,440832644.0,有色金属,801050.SI
sz000963,972116416.0,医药生物,801150.SI
sz000965,1008937178.0,房地产,801180.SI
sz000966,1108284080.0,公用事业,801160.SI
sz000967,1093131877.0,公用事业,801160.SI
sz000968,967502660.0,采掘,801020.SI
sz000969,1026008097.0,有色金属,801050.SI
sz000970,1065200000.0,有色金属,801050.SI
sz000971,511273668.0,通信,801770.SI
sz000972,771283579.0,农林牧渔,801010.SI
sz000973,967423171.0,化工,801030.SI
sz000975,1081616070.0,有色金属,801050.SI
sz000976,1595678796.0,机械设备,801890.SI
sz000977,1289252171.0,计算机,801750.SI
sz000978,360100000.0,休闲服务,801210.SI
sz000979,8390601199.0,房地产,801180.SI
sz000980,2037732279.0,汽车,801880.SI
sz000981,3058430395.0,房地产,801180.SI
sz000982,1805043279.0,纺织服装,801130.SI
sz000983,3151200000.0,采掘,801020.SI
sz000985,129639500.0,化工,801030.SI
sz000987,2223830413.0,非银金融,801790.SI
sz000988,891116632.0,电子,801080.SI
sz000989,869354236.0,医药生物,801150.SI
sz000990,1253011919.0,化工,801030.SI
sz000993,373000000.0,综合,801230.SI
sz000995,177408000.0,食品饮料,801120.SI
sz000996,345000000.0,汽车,801880.SI
sz000997,938162458.0,计算机,801750.SI
sz000998,1256194674.0,农林牧渔,801010.SI
sz000999,978900000.0,医药生物,801150.SI
sz001696,1145026920.0,汽车,801880.SI
sz001896,1150587847.0,公用事业,801160.SI
sz001979,7904092722.0,房地产,801180.SI
sz002001,1088919000.0,医药生物,801150.SI
sz002002,2584549733.0,化工,801030.SI
sz002003,583092637.0,纺织服装,801130.SI
sz002004,2034827685.0,化工,801030.SI
sz002005,1396400000.0,电子,801080.SI
sz002006,455160000.0,机械设备,801890.SI
sz002007,930087680.0,医药生物,801150.SI
sz002008,1067065245.0,电子,801080.SI
sz002009,370549434.0,机械设备,801890.SI
sz002010,3257814678.0,化工,801030.SI
sz002011,917212180.0,家用电器,801110.SI
sz002012,467625470.0,轻工制造,801140.SI
sz002013,2405755557.0,国防军工,801740.SI
sz002014,335744483.0,轻工制造,801140.SI
sz002015,400703825.0,化工,801030.SI
sz002016,809095632.0,房地产,801180.SI
sz002017,346416336.0,通信,801770.SI
sz002018,2277827422.0,综合,801230.SI
sz002019,1206974577.0,医药生物,801150.SI
sz002020,736124472.0,医药生物,801150.SI
sz002021,687815040.0,机械设备,801890.SI
sz002022,512569193.0,医药生物,801150.SI
sz002023,756791003.0,国防军工,801740.SI
sz002024,9310039655.0,商业贸易,801200.SI
sz002025,429000000.0,电子,801080.SI
sz002026,420098419.0,机械设备,801890.SI
sz002027,12231566900.0,传媒,801760.SI
sz002028,760209282.0,电气设备,801730.SI
sz002029,755670000.0,纺织服装,801130.SI
sz002030,724920472.0,医药生物,801150.SI
sz002031,2199395670.0,机械设备,801890.SI
sz002032,821287610.0,家用电器,801110.SI
sz002033,549490711.0,休闲服务,801210.SI
sz002034,108040000.0,纺织服装,801130.SI
sz002035,581762083.0,家用电器,801110.SI
sz002036,558029837.0,电子,801080.SI
sz002037,327368160.0,化工,801030.SI
sz002038,684900000.0,医药生物,801150.SI
sz002039,305398662.0,公用事业,801160.SI
sz002040,372282154.0,交通运输,801170.SI
sz002041,880000000.0,农林牧渔,801010.SI
sz002042,1012878037.0,纺织服装,801130.SI
sz002043,861060685.0,建筑材料,801710.SI
sz002044,2421482706.0,医药生物,801150.SI
sz002045,416904000.0,电子,801080.SI
sz002046,353609448.0,机械设备,801890.SI
sz002047,1263101435.0,建筑装饰,801720.SI
sz002048,530047150.0,汽车,801880.SI
sz002049,606817968.0,电子,801080.SI
sz002050,2120316835.0,家用电器,801110.SI
sz002051,1112774016.0,建筑装饰,801720.SI
sz002052,745959694.0,家用电器,801110.SI
sz002053,558329336.0,化工,801030.SI
sz002054,419230828.0,化工,801030.SI
sz002055,467144096.0,电子,801080.SI
sz002056,1643600000.0,电子,801080.SI
sz002057,235307457.0,有色金属,801050.SI
sz002058,143448332.0,电气设备,801730.SI
sz002059,730792576.0,休闲服务,801210.SI
sz002060,1202262058.0,建筑装饰,801720.SI
sz002061,661688958.0,化工,801030.SI
sz002062,1102500000.0,建筑装饰,801720.SI
sz002063,602704550.0,计算机,801750.SI
sz002064,1676800000.0,化工,801030.SI
sz002065,3139787560.0,计算机,801750.SI
sz002066,231000000.0,建筑材料,801710.SI
sz002067,1128451000.0,轻工制造,801140.SI
sz002068,727063596.0,化工,801030.SI
sz002069,711112194.0,农林牧渔,801010.SI
sz002070,635258156.0,有色金属,801050.SI
sz002071,525429878.0,传媒,801760.SI
sz002072,176000000.0,计算机,801750.SI
sz002073,935444674.0,机械设备,801890.SI
sz002074,877600000.0,电气设备,801730.SI
sz002075,2206771772.0,钢铁,801040.SI
sz002076,730241172.0,电子,801080.SI
sz002077,580348513.0,房地产,801180.SI
sz002078,2535855238.0,轻工制造,801140.SI
sz002079,727971487.0,电子,801080.SI
sz002080,806790185.0,化工,801030.SI
sz002081,2643308689.0,建筑装饰,801720.SI
sz002082,238000000.0,建筑材料,801710.SI
sz002083,908000005.0,纺织服装,801130.SI
sz002084,456316228.0,轻工制造,801140.SI
sz002085,2186879678.0,汽车,801880.SI
sz002086,687700000.0,农林牧渔,801010.SI
sz002087,816794335.0,纺织服装,801130.SI
sz002088,350968033.0,建筑材料,801710.SI
sz002089,1374669616.0,通信,801770.SI
sz002090,237802904.0,电气设备,801730.SI
sz002091,1571540540.0,商业贸易,801200.SI
sz002092,2146449598.0,化工,801030.SI
sz002093,1007500000.0,通信,801770.SI
sz002094,392548392.0,商业贸易,801200.SI
sz002095,252720000.0,传媒,801760.SI
sz002096,371287000.0,化工,801030.SI
sz002097,755325000.0,机械设备,801890.SI
sz002098,358000000.0,纺织服装,801130.SI
sz002099,1621610253.0,医药生物,801150.SI
sz002100,963384608.0,农林牧渔,801010.SI
sz002101,354717911.0,汽车,801880.SI
sz002102,2633836290.0,轻工制造,801140.SI
sz002103,549212944.0,传媒,801760.SI
sz002104,713648000.0,通信,801770.SI
sz002105,368500000.0,汽车,801880.SI
sz002106,705816160.0,电子,801080.SI
sz002107,360756000.0,医药生物,801150.SI
sz002108,1090710923.0,化工,801030.SI
sz002109,701963193.0,化工,801030.SI
sz002110,1373614962.0,钢铁,801040.SI
sz002111,381827504.0,机械设备,801890.SI
sz002112,201600000.0,电气设备,801730.SI
sz002113,754479856.0,传媒,801760.SI
sz002114,323395267.0,有色金属,801050.SI
sz002115,416094000.0,通信,801770.SI
sz002116,417628938.0,建筑装饰,801720.SI
sz002117,363777614.0,轻工制造,801140.SI
sz002118,1280759826.0,医药生物,801150.SI
sz002119,206200000.0,电子,801080.SI
sz002120,1217253678.0,交通运输,801170.SI
sz002121,1407511773.0,电气设备,801730.SI
sz002122,1188000000.0,机械设备,801890.SI
sz002123,861595025.0,传媒,801760.SI
sz002124,773085399.0,农林牧渔,801010.SI
sz002125,345599985.0,化工,801030.SI
sz002126,801081664.0,汽车,801880.SI
sz002127,1538259532.0,商业贸易,801200.SI
sz002128,1634378473.0,采掘,801020.SI
sz002129,2644236466.0,电气设备,801730.SI
sz002130,1262319062.0,有色金属,801050.SI
sz002131,5607625387.0,传媒,801760.SI
sz002132,1256564426.0,机械设备,801890.SI
sz002133,774144175.0,房地产,801180.SI
sz002134,245849768.0,电子,801080.SI
sz002135,854532200.0,建筑装饰,801720.SI
sz002136,215020000.0,化工,801030.SI
sz002137,579416324.0,传媒,801760.SI
sz002138,816615354.0,电子,801080.SI
sz002139,680206978.0,电子,801080.SI
sz002140,446034534.0,建筑装饰,801720.SI
sz002141,1134656519.0,电子,801080.SI
sz002142,5069732305.0,银行,801780.SI
sz002143,1769834184.0,传媒,801760.SI
sz002144,176762528.0,纺织服装,801130.SI
sz002145,1591821576.0,化工,801030.SI
sz002146,4348163851.0,房地产,801180.SI
sz002147,1828076415.0,机械设备,801890.SI
sz002148,567362127.0,传媒,801760.SI
sz002149,425414274.0,有色金属,801050.SI
sz002150,274243887.0,机械设备,801890.SI
sz002151,512760675.0,国防军工,801740.SI
sz002152,2428885725.0,计算机,801750.SI
sz002153,1066788753.0,计算机,801750.SI
sz002154,1263285008.0,纺织服装,801130.SI
sz002155,1202039474.0,有色金属,801050.SI
sz002156,972630114.0,电子,801080.SI
sz002157,2333655173.0,农林牧渔,801010.SI
sz002158,530381122.0,机械设备,801890.SI
sz002159,138666666.0,休闲服务,801210.SI
sz002160,724269941.0,有色金属,801050.SI
sz002161,739757400.0,电子,801080.SI
sz002162,852150000.0,建筑材料,801710.SI
sz002163,803550000.0,建筑材料,801710.SI
sz002164,699347282.0,机械设备,801890.SI
sz002165,602058110.0,化工,801030.SI
sz002166,437281362.0,医药生物,801150.SI
sz002167,620946000.0,有色金属,801050.SI
sz002168,820589768.0,电气设备,801730.SI
sz002169,787791994.0,电气设备,801730.SI
sz002170,890047497.0,化工,801030.SI
sz002171,1069208056.0,有色金属,801050.SI
sz002172,733494462.0,化工,801030.SI
sz002173,455979402.0,农林牧渔,801010.SI
sz002174,861315045.0,传媒,801760.SI
sz002175,753778212.0,传媒,801760.SI
sz002176,1469182112.0,电气设备,801730.SI
sz002177,761191294.0,计算机,801750.SI
sz002178,716038334.0,建筑装饰,801720.SI
sz002179,791013709.0,电子,801080.SI
sz002180,1012024028.0,电子,801080.SI
sz002181,1161058174.0,传媒,801760.SI
sz002182,646422538.0,有色金属,801050.SI
sz002183,2119295550.0,交通运输,801170.SI
sz002184,242817049.0,电气设备,801730.SI
sz002185,2131112944.0,电子,801080.SI
sz002186,308463955.0,休闲服务,801210.SI
sz002187,342422568.0,商业贸易,801200.SI
sz002188,295627524.0,传媒,801760.SI
sz002189,199240000.0,电子,801080.SI
sz002190,345188382.0,国防军工,801740.SI
sz002191,1306047200.0,轻工制造,801140.SI
sz002192,259655203.0,机械设备,801890.SI
sz002193,261715550.0,纺织服装,801130.SI
sz002194,564669722.0,通信,801770.SI
sz002195,3285446248.0,计算机,801750.SI
sz002196,450899624.0,电气设备,801730.SI
sz002197,515156948.0,计算机,801750.SI
sz002198,507509848.0,医药生物,801150.SI
sz002199,243442363.0,电子,801080.SI
sz002200,184132890.0,建筑装饰,801720.SI
sz002201,332467470.0,化工,801030.SI
sz002202,3556203300.0,电气设备,801730.SI
sz002203,1696017113.0,有色金属,801050.SI
sz002204,1931370032.0,机械设备,801890.SI
sz002205,116152018.0,建筑材料,801710.SI
sz002206,1223028645.0,化工,801030.SI
sz002207,239177378.0,采掘,801020.SI
sz002208,320100000.0,房地产,801180.SI
sz002209,195244050.0,机械设备,801890.SI
sz002210,1652880386.0,交通运输,801170.SI
sz002211,432475779.0,化工,801030.SI
sz002212,1146902165.0,电气设备,801730.SI
sz002213,206000000.0,汽车,801880.SI
sz002214,458666666.0,电子,801080.SI
sz002215,914076384.0,化工,801030.SI
sz002216,815224232.0,食品饮料,801120.SI
sz002217,3128310676.0,电子,801080.SI
sz002218,1236342104.0,电气设备,801730.SI
sz002219,1865236430.0,医药生物,801150.SI
sz002220,547485824.0,农林牧渔,801010.SI
sz002221,1649782824.0,化工,801030.SI
sz002222,427500000.0,电子,801080.SI
sz002223,1002476929.0,医药生物,801150.SI
sz002224,658065698.0,化工,801030.SI
sz002225,890324298.0,建筑材料,801710.SI
sz002226,911278992.0,化工,801030.SI
sz002227,220597400.0,电气设备,801730.SI
sz002228,1042972330.0,轻工制造,801140.SI
sz002229,502752213.0,轻工制造,801140.SI
sz002230,1388693628.0,计算机,801750.SI
sz002231,356800000.0,通信,801770.SI
sz002232,408548455.0,计算机,801750.SI
sz002233,894655969.0,建筑材料,801710.SI
sz002234,302046632.0,农林牧渔,801010.SI
sz002235,415976540.0,轻工制造,801140.SI
sz002236,2898756130.0,电子,801080.SI
sz002237,910400000.0,有色金属,801050.SI
sz002238,617353200.0,传媒,801760.SI
sz002239,3131359417.0,汽车,801880.SI
sz002240,490704000.0,轻工制造,801140.SI
sz002241,3245103948.0,电子,801080.SI
sz002242,767523000.0,家用电器,801110.SI
sz002243,364948956.0,轻工制造,801140.SI
sz002244,3111443890.0,房地产,801180.SI
sz002245,987282080.0,交通运输,801170.SI
sz002246,413686536.0,化工,801030.SI
sz002247,851611049.0,传媒,801760.SI
sz002248,307495600.0,机械设备,801890.SI
sz002249,2369557674.0,电气设备,801730.SI
sz002250,925902056.0,化工,801030.SI
sz002251,863903951.0,商业贸易,801200.SI
sz002252,4970238896.0,医药生物,801150.SI
sz002253,225626095.0,计算机,801750.SI
sz002254,610833600.0,化工,801030.SI
sz002255,620634524.0,电气设备,801730.SI
sz002256,1882411872.0,化工,801030.SI
sz002258,524373030.0,化工,801030.SI
sz002259,752328267.0,轻工制造,801140.SI
sz002260,265200000.0,家用电器,801110.SI
sz002261,1111149436.0,传媒,801760.SI
sz002262,1009147011.0,医药生物,801150.SI
sz002263,1878360100.0,化工,801030.SI
sz002264,684563880.0,商业贸易,801200.SI
sz002265,318566172.0,汽车,801880.SI
sz002266,1978719849.0,电气设备,801730.SI
sz002267,1112075445.0,公用事业,801160.SI
sz002268,838336028.0,计算机,801750.SI
sz002269,2512500000.0,纺织服装,801130.SI
sz002270,506159420.0,电气设备,801730.SI
sz002271,881851515.0,建筑材料,801710.SI
sz002272,419700000.0,机械设备,801890.SI
sz002273,662918124.0,电子,801080.SI
sz002274,634909764.0,化工,801030.SI
sz002275,590200000.0,医药生物,801150.SI
sz002276,1035489098.0,电气设备,801730.SI
sz002277,1416605200.0,商业贸易,801200.SI
sz002278,363909648.0,机械设备,801890.SI
sz002279,710724961.0,计算机,801750.SI
sz002280,2177149675.0,计算机,801750.SI
sz002281,628924752.0,通信,801770.SI
sz002282,338130000.0,机械设备,801890.SI
sz002283,1124861978.0,汽车,801880.SI
sz002284,737556000.0,汽车,801880.SI
sz002285,2044969122.0,房地产,801180.SI
sz002286,369256000.0,农林牧渔,801010.SI
sz002287,406000000.0,医药生物,801150.SI
sz002288,931643744.0,电子,801080.SI
sz002289,280253733.0,电子,801080.SI
sz002290,242712330.0,家用电器,801110.SI
sz002291,398921895.0,纺织服装,801130.SI
sz002292,1306944319.0,传媒,801760.SI
sz002293,704905500.0,纺织服装,801130.SI
sz002294,1046016000.0,医药生物,801150.SI
sz002295,251510000.0,有色金属,801050.SI
sz002296,376656420.0,计算机,801750.SI
sz002297,471315045.0,国防军工,801740.SI
sz002298,703960660.0,电气设备,801730.SI
sz002299,1110900000.0,农林牧渔,801010.SI
sz002300,542700000.0,电气设备,801730.SI
sz002301,427867388.0,轻工制造,801140.SI
sz002302,1032234050.0,建筑材料,801710.SI
sz002303,1542323685.0,轻工制造,801140.SI
sz002304,1506988000.0,食品饮料,801120.SI
sz002305,1734215770.0,房地产,801180.SI
sz002306,800000000.0,休闲服务,801210.SI
sz002307,557327160.0,建筑装饰,801720.SI
sz002308,846094055.0,计算机,801750.SI
sz002309,641289068.0,电气设备,801730.SI
sz002310,2681155280.0,建筑装饰,801720.SI
sz002311,1575965054.0,农林牧渔,801010.SI
sz002312,1404890733.0,计算机,801750.SI
sz002313,312000000.0,通信,801770.SI
sz002314,1877530273.0,建筑材料,801710.SI
sz002315,235000000.0,传媒,801760.SI
sz002316,393120000.0,通信,801770.SI
sz002317,814461076.0,医药生物,801150.SI
sz002318,841505932.0,钢铁,801040.SI
sz002319,200000000.0,化工,801030.SI
sz002320,508018960.0,交通运输,801170.SI
sz002321,534291100.0,农林牧渔,801010.SI
sz002322,401315016.0,电气设备,801730.SI
sz002323,745729656.0,建筑材料,801710.SI
sz002324,270000000.0,化工,801030.SI
sz002325,1245237994.0,建筑装饰,801720.SI
sz002326,822376427.0,化工,801030.SI
sz002327,871105889.0,纺织服装,801130.SI
sz002328,448100000.0,汽车,801880.SI
sz002329,837640035.0,食品饮料,801120.SI
sz002330,502000000.0,食品饮料,801120.SI
sz002331,350327055.0,计算机,801750.SI
sz002332,916212166.0,医药生物,801150.SI
sz002333,502603600.0,建筑材料,801710.SI
sz002334,755777338.0,电气设备,801730.SI
sz002335,271133600.0,电气设备,801730.SI
sz002336,400000000.0,商业贸易,801200.SI
sz002337,588615750.0,机械设备,801890.SI
sz002338,240000000.0,机械设备,801890.SI
sz002339,393696000.0,电气设备,801730.SI
sz002340,3815910339.0,有色金属,801050.SI
sz002341,503216492.0,公用事业,801160.SI
sz002342,960000000.0,机械设备,801890.SI
sz002343,314510000.0,传媒,801760.SI
sz002344,1282745046.0,商业贸易,801200.SI
sz002345,905412707.0,轻工制造,801140.SI
sz002346,441575416.0,建筑材料,801710.SI
sz002347,449350562.0,机械设备,801890.SI
sz002348,947200000.0,轻工制造,801140.SI
sz002349,840589662.0,医药生物,801150.SI
sz002350,387005000.0,电气设备,801730.SI
sz002351,588000000.0,电子,801080.SI
sz002352,4411015524.0,交通运输,801170.SI
sz002353,957853992.0,机械设备,801890.SI
sz002354,896570289.0,传媒,801760.SI
sz002355,513700050.0,汽车,801880.SI
sz002356,310474440.0,轻工制造,801140.SI
sz002357,313489036.0,交通运输,801170.SI
sz002358,929756977.0,电气设备,801730.SI
sz002359,1087191760.0,电气设备,801730.SI
sz002360,391512600.0,化工,801030.SI
sz002361,862595596.0,化工,801030.SI
sz002362,217099792.0,计算机,801750.SI
sz002363,385873624.0,汽车,801880.SI
sz002364,563564960.0,电气设备,801730.SI
sz002365,196455000.0,医药生物,801150.SI
sz002366,867057350.0,机械设备,801890.SI
sz002367,797652687.0,机械设备,801890.SI
sz002368,415597227.0,计算机,801750.SI
sz002369,576769204.0,电子,801080.SI
sz002370,536494456.0,医药生物,801150.SI
sz002371,458004372.0,电子,801080.SI
sz002372,1008405762.0,建筑材料,801710.SI
sz002373,1104376432.0,计算机,801750.SI
sz002374,877427468.0,建筑装饰,801720.SI
sz002375,1339996498.0,建筑装饰,801720.SI
sz002376,631490090.0,计算机,801750.SI
sz002377,432056000.0,化工,801030.SI
sz002378,924167436.0,有色金属,801050.SI
sz002379,926400000.0,有色金属,801050.SI
sz002380,239991649.0,计算机,801750.SI
sz002381,428500000.0,化工,801030.SI
sz002382,494355000.0,化工,801030.SI
sz002383,733148100.0,计算机,801750.SI
sz002384,1071048318.0,电子,801080.SI
sz002385,4100669122.0,农林牧渔,801010.SI
sz002386,671679806.0,化工,801030.SI
sz002387,469459458.0,食品饮料,801120.SI
sz002388,503766600.0,电子,801080.SI
sz002389,708846900.0,电子,801080.SI
sz002390,1704895788.0,医药生物,801150.SI
sz002391,359486180.0,化工,801030.SI
sz002392,1190490839.0,建筑材料,801710.SI
sz002393,182454992.0,医药生物,801150.SI
sz002394,323700000.0,纺织服装,801130.SI
sz002395,178806000.0,化工,801030.SI
sz002396,583280278.0,通信,801770.SI
sz002397,685990272.0,纺织服装,801130.SI
sz002398,346119096.0,建筑材料,801710.SI
sz002399,1247201704.0,医药生物,801150.SI
sz002400,1743337128.0,传媒,801760.SI
sz002401,303240000.0,计算机,801750.SI
sz002402,830455080.0,电子,801080.SI
sz002403,350320801.0,家用电器,801110.SI
sz002404,520650000.0,纺织服装,801130.SI
sz002405,1282615013.0,计算机,801750.SI
sz002406,561000000.0,汽车,801880.SI
sz002407,627700387.0,化工,801030.SI
sz002408,1775209253.0,化工,801030.SI
sz002409,343827605.0,化工,801030.SI
sz002410,1119361939.0,计算机,801750.SI
sz002411,1532283909.0,医药生物,801150.SI
sz002412,296000000.0,医药生物,801150.SI
sz002413,1102643134.0,国防军工,801740.SI
sz002414,624256031.0,电子,801080.SI
sz002415,9228865114.0,电子,801080.SI
sz002416,1032734839.0,商业贸易,801200.SI
sz002417,270000000.0,通信,801770.SI
sz002418,1136400000.0,家用电器,801110.SI
sz002419,800200000.0,商业贸易,801200.SI
sz002420,401000000.0,家用电器,801110.SI
sz002421,1923597501.0,计算机,801750.SI
sz002422,1440000000.0,医药生物,801150.SI
sz002423,502986577.0,机械设备,801890.SI
sz002424,1411200000.0,医药生物,801150.SI
sz002425,813744432.0,传媒,801760.SI
sz002426,3421275069.0,机械设备,801890.SI
sz002427,398154658.0,化工,801030.SI
sz002428,653120000.0,有色金属,801050.SI
sz002429,4526940607.0,家用电器,801110.SI
sz002430,964603777.0,机械设备,801890.SI
sz002431,1486985450.0,建筑装饰,801720.SI
sz002432,432805921.0,医药生物,801150.SI
sz002433,768955000.0,医药生物,801150.SI
sz002434,1350000000.0,汽车,801880.SI
