Code,TOTAL_SHARES,Industry
sz300419,367753770.0,计算机
sz300420,485231034.0,机械设备
sz300421,130554687.0,机械设备
sz300422,356068919.0,公用事业
sz300423,110962720.0,电气设备
sz300424,239988992.0,国防军工
sz300425,375274766.0,公用事业
sz300426,400000000.0,传媒
sz300427,283744000.0,电气设备
sz300428,242400000.0,有色金属
sz300429,257185994.0,化工
sz300430,113337040.0,机械设备
sz300431,331977525.0,传媒
sz300432,509990175.0,汽车
sz300433,2617923326.0,电子
sz300434,223191040.0,机械设备
sz300435,249190000.0,机械设备
sz300436,141875700.0,医药生物
sz300437,218321965.0,化工
sz300438,281151873.0,电子
sz300439,346960900.0,医药生物
sz300440,456020000.0,计算机
sz300441,367962873.0,机械设备
sz300442,100000000.0,机械设备
sz300443,238056802.0,电气设备
sz300444,325529157.0,电气设备
sz300445,165631800.0,机械设备
sz300446,122800000.0,化工
sz300447,299554466.0,电气设备
sz300448,218370659.0,计算机
sz300449,155496668.0,计算机
sz300450,429935006.0,机械设备
sz300451,242949263.0,计算机
sz300452,92800000.0,医药生物
sz300453,158720000.0,医药生物
sz300455,392000000.0,计算机
sz300456,187836644.0,国防军工
sz300457,309905670.0,机械设备
sz300458,332675160.0,电子
sz300459,1581260853.0,化工
sz300460,168274200.0,电子
sz300461,70543800.0,机械设备
sz300462,137760000.0,计算机
sz300463,558000000.0,医药生物
sz300464,208002500.0,机械设备
sz300465,450381457.0,计算机
sz300466,534244352.0,电气设备
sz300467,166830400.0,传媒
sz300468,105409700.0,计算机
sz300469,68300000.0,计算机
sz300470,106680000.0,机械设备
sz300471,370770000.0,机械设备
sz300472,100005000.0,机械设备
sz300473,104930000.0,汽车
sz300474,270396000.0,国防军工
sz300475,200000000.0,家用电器
sz300476,427615542.0,电子
sz300477,304735504.0,电气设备
sz300478,66670000.0,化工
sz300479,160000000.0,计算机
sz300480,192341172.0,机械设备
sz300481,160000000.0,化工
sz300482,176000000.0,医药生物
sz300483,61500000.0,机械设备
sz300484,208000000.0,电气设备
sz300485,240000000.0,医药生物
sz300486,141380881.0,机械设备
sz300487,202393750.0,化工
sz300488,105186774.0,机械设备
sz300489,90750000.0,有色金属
sz300490,200000000.0,电气设备
sz300491,145854000.0,电气设备
sz300492,83200000.0,建筑装饰
sz300493,300000000.0,电子
sz300494,240000000.0,传媒
sz300495,601207498.0,建筑装饰
sz300496,402339228.0,计算机
sz300497,112337250.0,医药生物
sz300498,5220356227.0,农林牧渔
sz300499,120006000.0,机械设备
sz300500,122960000.0,建筑装饰
sz300501,67258800.0,轻工制造
sz300502,232800000.0,电子
sz300503,253621000.0,机械设备
sz300505,93360000.0,化工
sz300506,300000000.0,建筑装饰
sz300507,120006000.0,汽车
sz300508,56820000.0,计算机
sz300509,80000000.0,机械设备
sz300510,226283357.0,电气设备
sz300511,228550000.0,农林牧渔
sz300512,270000000.0,机械设备
sz300513,121856000.0,计算机
sz300514,100000000.0,电气设备
sz300515,200000000.0,机械设备
sz300516,120000000.0,电子
sz300517,102400000.0,建筑装饰
sz300518,93340000.0,传媒
sz300519,160000000.0,医药生物
sz300520,211365000.0,计算机
sz300521,80000000.0,机械设备
sz300522,120006000.0,化工
sz300523,144000000.0,计算机
sz300525,72032000.0,计算机
sz300526,169814816.0,纺织服装
sz300527,485835000.0,国防军工
sz300528,372608054.0,传媒
sz300529,416604000.0,医药生物
sz300530,70000000.0,化工
sz300531,280000000.0,通信
sz300532,154029600.0,计算机
sz300533,100000000.0,传媒
sz300534,303345000.0,医药生物
sz300535,59740000.0,化工
sz300536,167593219.0,建筑装饰
sz300537,193027584.0,化工
sz300538,56476900.0,交通运输
sz300539,209000000.0,化工
sz300540,80000000.0,机械设备
sz300541,120000000.0,计算机
sz300542,91191500.0,计算机
sz300543,120000000.0,电子
sz300545,72066136.0,电子
sz300546,135205000.0,计算机
sz300547,59779215.0,汽车
sz300548,82670000.0,通信
sz300549,133340000.0,机械设备
sz300550,80000000.0,计算机
sz300551,73360000.0,机械设备
sz300552,106700000.0,计算机
sz300553,48000000.0,机械设备
sz300554,52000000.0,机械设备
sz300555,200000000.0,通信
sz300556,111133333.0,计算机
sz300557,55668540.0,机械设备
sz300558,401000000.0,医药生物
sz300559,71800000.0,计算机
sz300560,105180000.0,通信
sz300561,84000000.0,计算机
sz300562,188800000.0,医药生物
sz300563,80000000.0,通信
sz300565,160000000.0,通信
sz300566,124383000.0,电子
sz300567,81907000.0,机械设备
sz300568,192000000.0,化工
sz300569,150012000.0,电气设备
sz300570,229996800.0,通信
sz300571,80000000.0,通信
sz300572,67254000.0,机械设备
sz300573,80000000.0,医药生物
sz300575,73350000.0,化工
sz300576,120000000.0,化工
sz300577,120762720.0,纺织服装
sz300578,72000000.0,通信
sz300579,80000000.0,计算机
sz300580,200000000.0,汽车
sz300581,90400000.0,国防军工
sz300582,198000000.0,电子
sz300583,106666667.0,医药生物
sz300584,80000000.0,医药生物
sz300585,160000000.0,汽车
sz300586,96000000.0,化工
sz300587,104000000.0,化工
sz300588,100000000.0,计算机
sz300589,112671000.0,国防军工
sz300590,160000000.0,通信
sz300591,312000000.0,纺织服装
sz300592,122381100.0,建筑装饰
sz300593,115540000.0,电气设备
sz300595,122400000.0,医药生物
sz300596,180000000.0,化工
sz300597,240000000.0,通信
sz300598,80000000.0,计算机
sz300599,304000000.0,建筑材料
sz300600,100000000.0,电气设备
sz300601,421142000.0,医药生物
sz300602,100000000.0,电子
sz300603,102500000.0,通信
sz300604,76194000.0,机械设备
sz300605,84000000.0,计算机
sz300606,89200000.0,机械设备
sz300607,130442088.0,机械设备
sz300608,87646000.0,计算机
sz300609,100000000.0,计算机
sz300610,150000000.0,化工
sz300611,178950550.0,汽车
sz300612,108000000.0,传媒
sz300613,44444800.0,电子
sz300615,80000000.0,通信
sz300616,110390000.0,轻工制造
sz300617,66670000.0,电气设备
sz300618,120000000.0,有色金属
sz300619,74680000.0,机械设备
sz300620,88000000.0,通信
sz300621,136000000.0,建筑装饰
sz300622,85800000.0,商业贸易
sz300623,93600000.0,电子
sz300625,280000000.0,电子
sz300626,100000000.0,电气设备
sz300627,119200000.0,计算机
sz300628,74670000.0,通信
sz300629,66666700.0,机械设备
sz300630,122117620.0,医药生物
sz300631,102624000.0,公用事业
sz300632,115800000.0,电子
sz300633,400010000.0,医药生物
sz300635,84800000.0,建筑装饰
sz300636,81298000.0,医药生物
sz300637,120000000.0,化工
sz300638,80000000.0,通信
sz300639,91017000.0,医药生物
sz300640,80000000.0,轻工制造
sz300641,288000000.0,化工
sz300642,60000000.0,医药生物
sz300643,200000000.0,汽车
sz300645,66666667.0,计算机
sz300647,120000000.0,电子
sz300648,67700000.0,机械设备
sz300649,128000000.0,建筑装饰
sz300650,63148000.0,电子
sz300651,75733400.0,轻工制造
sz300652,88000000.0,汽车
sz300653,80000000.0,医药生物
sz300655,88249935.0,化工
sz300656,60000000.0,电子
sz300657,104000000.0,电子
sz300658,100000000.0,纺织服装
sz300659,82775000.0,计算机
sz300660,101080000.0,电气设备
sz300661,60000000.0,电子
sz300662,180000000.0,休闲服务
sz300663,131426719.0,计算机
sz300665,76000000.0,化工
sz300666,218760000.0,有色金属
sz300667,68000000.0,电气设备
sz300668,42160000.0,建筑装饰
sz300669,84200000.0,机械设备
sz300670,108000000.0,电气设备
sz300671,101350000.0,电子
sz300672,111764667.0,电子
sz300673,80000000.0,农林牧渔
sz300675,146666700.0,建筑装饰
sz300676,400100000.0,医药生物
sz300677,97239307.0,医药生物
sz300678,100000000.0,计算机
sz300680,68000000.0,汽车
sz300681,75600000.0,电气设备
sh600000,29352080397.0,银行
sh600004,2069320514.0,交通运输
sh600006,2000000000.0,汽车
sh600007,1007282534.0,房地产
sh600008,4820614124.0,公用事业
sh600009,1926958448.0,交通运输
sh600010,45585032648.0,钢铁
sh600011,15200383440.0,公用事业
sh600012,1658610000.0,交通运输
sh600015,12822686653.0,银行
sh600016,36485348752.0,银行
sh600017,3075653888.0,交通运输
sh600018,23173674650.0,交通运输
sh600019,22102656925.0,钢铁
sh600020,2247371832.0,交通运输
sh600021,2139739257.0,公用事业
sh600022,10946549616.0,钢铁
sh600023,13600689988.0,公用事业
sh600026,4032032861.0,交通运输
sh600027,9862976653.0,公用事业
sh600028,121071000000.0,化工
sh600029,10088173272.0,交通运输
sh600030,12116908400.0,非银金融
sh600031,7643578969.0,机械设备
sh600033,2744400000.0,交通运输
sh600035,1730795923.0,交通运输
sh600036,25219845601.0,银行
sh600037,1391777884.0,传媒
sh600038,589476716.0,国防军工
sh600039,3610525510.0,建筑装饰
sh600048,11858441061.0,房地产
sh600050,21196596395.0,通信
sh600051,310880000.0,综合
sh600052,871789092.0,房地产
sh600053,433540800.0,综合
sh600054,747300000.0,休闲服务
sh600055,540816199.0,医药生物
sh600056,1068485534.0,医药生物
sh600057,1170779403.0,交通运输
sh600058,1071910711.0,商业贸易
sh600059,808524165.0,食品饮料
sh600060,1308481222.0,家用电器
sh600061,3694151713.0,非银金融
sh600062,869364758.0,医药生物
sh600063,1925894692.0,化工
sh600064,772473055.0,房地产
sh600066,2213939223.0,汽车
sh600067,1492110725.0,房地产
sh600068,4604777412.0,建筑装饰
sh600069,1249102957.0,轻工制造
sh600070,521946118.0,纺织服装
sh600071,237472456.0,电子
sh600072,736249883.0,国防军工
sh600073,937729472.0,食品饮料
sh600074,2437886049.0,电子
sh600075,972522352.0,化工
sh600076,1034264129.0,轻工制造
sh600077,1340122326.0,房地产
sh600078,662572861.0,化工
sh600079,1286049062.0,医药生物
sh600080,305295872.0,医药生物
sh600081,313560000.0,汽车
sh600082,646115826.0,综合
sh600083,230000000.0,综合
sh600084,1123726830.0,食品饮料
sh600085,1371470262.0,医药生物
sh600086,1350000000.0,轻工制造
sh600088,331422000.0,传媒
sh600089,3718647789.0,电气设备
sh600090,1439662945.0,医药生物
sh600091,437412524.0,化工
sh600093,1122447500.0,非银金融
sh600094,2475325057.0,房地产
sh600095,361263565.0,房地产
sh600096,1321379138.0,化工
sh600097,202597901.0,农林牧渔
sh600098,2726196558.0,公用事业
sh600099,219120000.0,汽车
sh600100,2963898951.0,计算机
sh600101,324178977.0,公用事业
sh600103,1773706005.0,轻工制造
sh600104,11683461365.0,汽车
sh600105,944993092.0,通信
sh600106,998516200.0,交通运输
sh600107,360000000.0,纺织服装
sh600108,1946915121.0,农林牧渔
sh600109,3024359310.0,非银金融
sh600110,1150312097.0,电子
sh600111,3633066000.0,有色金属
sh600112,509204846.0,电气设备
sh600113,318600000.0,综合
sh600114,436347649.0,有色金属
sh600115,14467585682.0,交通运输
sh600116,993005502.0,公用事业
sh600117,1045118252.0,钢铁
sh600118,1182489135.0,国防军工
sh600119,307400000.0,交通运输
sh600120,672606225.0,商业贸易
sh600121,1015343365.0,采掘
sh600122,1154160850.0,商业贸易
sh600123,1142400000.0,采掘
sh600125,1305521874.0,交通运输
sh600126,2597837756.0,钢铁
sh600127,641783218.0,农林牧渔
sh600128,246767500.0,综合
sh600129,426894000.0,医药生物
sh600130,768000000.0,通信
sh600131,504125155.0,公用事业
sh600132,483971198.0,食品饮料
sh600133,634257784.0,建筑装饰
sh600135,372991735.0,轻工制造
sh600136,487182186.0,传媒
sh600137,97217588.0,纺织服装
sh600138,723840000.0,休闲服务
sh600139,661890508.0,综合
sh600141,500720866.0,化工
sh600143,2716784786.0,化工
sh600145,1491100380.0,建筑材料
sh600146,469970000.0,纺织服装
sh600148,141516450.0,汽车
sh600149,380160000.0,综合
sh600150,1378117598.0,国防军工
sh600151,1434252287.0,电气设备
sh600152,440660747.0,纺织服装
sh600153,2835200530.0,交通运输
sh600155,1739556648.0,非银金融
sh600156,402110702.0,纺织服装
sh600157,12425795326.0,采掘
sh600158,843735373.0,传媒
sh600159,830003232.0,房地产
sh600160,2111666233.0,化工
sh600161,670106928.0,医药生物
sh600162,3400671424.0,房地产
sh600163,999465230.0,公用事业
sh600165,684883775.0,机械设备
sh600166,6670131290.0,汽车
sh600167,880045952.0,公用事业
sh600168,709569692.0,公用事业
sh600169,2563955000.0,机械设备
sh600170,8904397728.0,建筑装饰
sh600171,673807773.0,电子
sh600172,1426317987.0,机械设备
sh600173,725147460.0,房地产
sh600175,3576488773.0,综合
sh600176,2918589041.0,化工
sh600177,3581447353.0,纺织服装
sh600178,462080000.0,汽车
sh600179,1062128511.0,交通运输
sh600180,1016477464.0,交通运输
sh600182,340000000.0,化工
sh600183,1454472221.0,电子
sh600184,508760826.0,国防军工
sh600185,2060061002.0,房地产
sh600186,1062024311.0,食品饮料
sh600187,1653935128.0,公用事业
sh600188,4912016000.0,采掘
sh600189,310500000.0,农林牧渔
sh600190,2002291500.0,交通运输
sh600191,484932000.0,农林牧渔
sh600192,441748000.0,电气设备
sh600193,425373000.0,采掘
sh600195,429800000.0,农林牧渔
sh600196,2495131045.0,医药生物
sh600197,441000000.0,食品饮料
sh600198,882108472.0,通信
sh600199,555775002.0,食品饮料
sh600200,721891958.0,综合
sh600201,642252440.0,农林牧渔
sh600202,383340672.0,电气设备
sh600203,456447120.0,通信
sh600206,838778332.0,有色金属
sh600207,862955974.0,综合
sh600208,8599343536.0,房地产
sh600209,439011169.0,建筑装饰
sh600210,1516736158.0,轻工制造
sh600211,179619205.0,医药生物
sh600212,511697213.0,综合
sh600213,220000000.0,汽车
sh600215,465032880.0,房地产
sh600216,962848000.0,医药生物
sh600217,1411336529.0,公用事业
sh600218,368755000.0,机械设备
sh600219,9251102895.0,有色金属
sh600220,1783340326.0,纺织服装
sh600221,16806120330.0,交通运输
sh600222,573886283.0,医药生物
sh600223,1000968000.0,房地产
sh600225,935492615.0,房地产
sh600226,2414338576.0,农林牧渔
sh600227,1736319081.0,医药生物
sh600228,241320000.0,化工
sh600229,702096010.0,传媒
sh600230,294188216.0,化工
sh600231,2519166130.0,钢铁
sh600232,364718544.0,纺织服装
sh600233,2821229621.0,交通运输
sh600234,202445880.0,综合
sh600235,351300000.0,轻工制造
sh600236,6063367540.0,公用事业
sh600237,564369565.0,电子
sh600238,448200000.0,食品饮料
sh600239,1605686909.0,房地产
sh600240,1424253600.0,房地产
sh600241,226192115.0,商业贸易
sh600242,456665122.0,传媒
sh600243,438850000.0,机械设备
sh600246,2054009302.0,房地产
sh600247,336441600.0,商业贸易
sh600248,615795960.0,建筑装饰
sh600249,550000000.0,化工
sh600250,258692460.0,商业贸易
sh600251,784842008.0,农林牧渔
sh600252,3475107147.0,医药生物
sh600255,1769593555.0,有色金属
sh600256,5221424684.0,化工
sh600257,481237188.0,农林牧渔
sh600258,815742752.0,休闲服务
sh600259,301802291.0,有色金属
sh600260,708848523.0,通信
sh600261,1452102930.0,电子
sh600262,170000000.0,机械设备
sh600265,129800000.0,农林牧渔
sh600266,1567040000.0,房地产
sh600267,965531842.0,医药生物
sh600268,635246434.0,电气设备
sh600269,2335407014.0,交通运输
sh600270,905481720.0,交通运输
sh600271,1862851781.0,计算机
sh600272,243000000.0,医药生物
sh600273,1493993612.0,化工
sh600275,508837238.0,综合
sh600276,2816883038.0,医药生物
sh600277,2738940149.0,化工
sh600278,522241739.0,商业贸易
sh600279,692958572.0,交通运输
sh600280,1148334872.0,商业贸易
sh600281,514402025.0,化工
sh600282,4408977457.0,钢铁
sh600283,352995758.0,公用事业
sh600284,693040000.0,建筑装饰
sh600285,592320838.0,医药生物
sh600287,436796074.0,商业贸易
sh600288,436800000.0,电子
sh600289,631052069.0,通信
sh600290,759903511.0,电气设备
sh600291,1093064378.0,非银金融
sh600292,780816890.0,公用事业
sh600293,1162132046.0,通信
sh600295,1032000000.0,采掘
sh600297,7150520882.0,汽车
sh600298,824080943.0,农林牧渔
sh600299,2681901273.0,化工
sh600300,1672000000.0,食品饮料
sh600301,235148140.0,化工
sh600302,346009804.0,机械设备
sh600303,675604211.0,汽车
sh600305,602738000.0,食品饮料
sh600306,178138918.0,商业贸易
sh600307,6263357424.0,钢铁
sh600308,1167561419.0,轻工制造
sh600309,2734012800.0,化工
sh600310,827775000.0,公用事业
sh600311,665600000.0,有色金属
sh600312,1356921309.0,电气设备
sh600313,1082198663.0,农林牧渔
sh600315,673416467.0,化工
sh600316,717114512.0,国防军工
sh600317,6472983003.0,交通运输
sh600318,484000000.0,非银金融
sh600319,315594000.0,化工
sh600320,4390294584.0,机械设备
sh600321,1510550000.0,建筑材料
sh600322,1105700000.0,房地产
sh600323,766264018.0,公用事业
sh600325,2118313116.0,房地产
sh600326,865384510.0,建筑装饰
sh600327,567166357.0,汽车
sh600328,438031073.0,化工
sh600329,768873076.0,医药生物
sh600330,830471442.0,有色金属
sh600331,2032000000.0,有色金属
sh600332,1625790949.0,医药生物
sh600333,609030684.0,公用事业
sh600335,1029736837.0,汽车
sh600336,776753269.0,家用电器
sh600337,1806100763.0,轻工制造
sh600338,653007263.0,有色金属
sh600339,5583147471.0,采掘
sh600340,2954946709.0,房地产
sh600343,638206348.0,国防军工
sh600345,198000000.0,通信
sh600346,2825686942.0,化工
sh600348,2405000000.0,采掘
sh600350,4811165857.0,交通运输
sh600351,787041461.0,医药生物
sh600352,3253331860.0,化工
sh600353,543720000.0,电气设备
sh600354,527802080.0,农林牧渔
sh600355,492089200.0,通信
sh600356,298731378.0,轻工制造
sh600358,504936660.0,休闲服务
sh600359,381512820.0,农林牧渔
sh600360,738278000.0,电子
sh600361,665807918.0,商业贸易
sh600362,3462729405.0,有色金属
sh600363,443476750.0,电子
sh600365,400000000.0,食品饮料
sh600366,557071925.0,有色金属
sh600367,291200000.0,化工
sh600368,833801532.0,交通运输
sh600369,5645109124.0,非银金融
sh600370,797244230.0,纺织服装
sh600371,225060000.0,农林牧渔
sh600372,1759162938.0,国防军工
sh600373,1377940025.0,传媒
sh600375,555740597.0,机械设备
sh600376,2579565242.0,房地产
sh600377,5037747500.0,交通运输
sh600378,297193292.0,化工
sh600379,235858260.0,电气设备
sh600380,1573778272.0,医药生物
sh600381,630753981.0,食品饮料
sh600382,466824742.0,机械设备
sh600383,4513631772.0,房地产
sh600385,148107148.0,有色金属
sh600386,806400000.0,传媒
sh600387,386100000.0,化工
sh600388,1069050000.0,机械设备
sh600389,297000000.0,化工
sh600390,3748387882.0,非银金融
sh600391,330129367.0,国防军工
sh600392,1350128513.0,有色金属
sh600393,2536247870.0,房地产
sh600395,1655051861.0,采掘
sh600396,1472706817.0,公用事业
sh600397,989959882.0,采掘
sh600398,4492757924.0,纺织服装
sh600399,1300000000.0,钢铁
sh600400,1809469223.0,纺织服装
sh600401,4724935152.0,电气设备
sh600403,2390812402.0,采掘
sh600405,562600448.0,电气设备
sh600406,2428953351.0,电气设备
sh600408,1006800000.0,采掘
sh600409,2064349448.0,化工
sh600410,1102840583.0,计算机
sh600415,5443214176.0,商业贸易
sh600416,945834325.0,电气设备
sh600418,1893312117.0,汽车
sh600419,103557209.0,综合
sh600420,1110458928.0,医药生物
sh600421,195600000.0,综合
sh600422,788688620.0,医药生物
sh600423,399347513.0,化工
sh600425,1378790086.0,建筑材料
sh600426,1620481850.0,化工
sh600428,2146650771.0,交通运输
sh600429,1497557426.0,食品饮料
sh600432,1603723916.0,有色金属
sh600433,1271315443.0,轻工制造
sh600435,1489320000.0,国防军工
sh600436,603317210.0,医药生物
sh600438,3882372220.0,农林牧渔
sh600439,1131985440.0,轻工制造
sh600444,146421932.0,机械设备
sh600446,835009500.0,计算机
sh600448,422364101.0,纺织服装
sh600449,478181042.0,建筑材料
sh600452,160000000.0,公用事业
sh600455,62458000.0,综合
sh600456,430265700.0,有色金属
sh600458,802798152.0,化工
sh600459,260977742.0,有色金属
sh600460,1247168000.0,电子
sh600461,789593625.0,公用事业
sh600462,533780000.0,通信
sh600463,300000000.0,房地产
sh600466,2134297139.0,房地产
sh600467,1460994304.0,农林牧渔
sh600468,811113518.0,电气设备
sh600469,562413222.0,化工
sh600470,521600000.0,化工
sh600475,559392211.0,电气设备
sh600476,161070000.0,计算机
sh600477,1374420616.0,建筑装饰
sh600478,1391070330.0,电子
sh600479,348755931.0,医药生物
sh600480,450934166.0,汽车
sh600481,1620495808.0,机械设备
sh600482,1739190872.0,电气设备
sh600483,1551825574.0,公用事业
sh600485,2923742782.0,通信
sh600486,309898907.0,化工
sh600487,1359775587.0,通信
sh600488,1091886680.0,医药生物
sh600489,3451137189.0,有色金属
sh600490,1891366862.0,有色金属
sh600491,1262100000.0,建筑装饰
sh600493,272000000.0,纺织服装
sh600495,1208190886.0,机械设备
sh600496,1510445200.0,建筑装饰
sh600497,4309898186.0,有色金属
sh600498,1114247315.0,通信
sh600499,1411464322.0,机械设备
sh600500,2083012671.0,化工
sh600501,421283600.0,机械设备
sh600502,1434300227.0,建筑装饰
sh600503,1602290000.0,房地产
sh600505,364567500.0,公用事业
sh600506,147706873.0,农林牧渔
sh600507,1326092985.0,钢铁
sh600508,722718000.0,采掘
sh600509,905696586.0,公用事业
sh600510,1047095025.0,纺织服装
sh600511,766933698.0,医药生物
sh600512,1598902832.0,建筑装饰
sh600513,285456270.0,医药生物
sh600515,3907592460.0,房地产
sh600516,1788794378.0,有色金属
sh600517,1356167823.0,电气设备
sh600518,4946743675.0,医药生物
sh600519,1256197800.0,食品饮料
sh600520,158430000.0,机械设备
sh600521,1042490332.0,医药生物
sh600522,3066072521.0,通信
sh600523,288793800.0,汽车
sh600525,1317311352.0,电气设备
sh600526,547404672.0,机械设备
sh600527,802089390.0,化工
sh600528,2221551588.0,建筑装饰
sh600529,303554973.0,医药生物
sh600530,780000000.0,医药生物
sh600531,1090242634.0,有色金属
sh600532,516065720.0,采掘
sh600533,1050000000.0,房地产
sh600535,1080475878.0,医药生物
sh600536,494562782.0,计算机
sh600537,1176359268.0,电气设备
sh600538,464401185.0,医药生物
sh600539,230000000.0,建筑材料
sh600540,470923313.0,农林牧渔
sh600543,321120000.0,食品饮料
sh600545,1895412995.0,建筑装饰
sh600546,1982456140.0,采掘
sh600547,1857118809.0,有色金属
sh600548,2180770326.0,交通运输
sh600549,1086628700.0,有色金属
sh600550,1534607067.0,电气设备
sh600551,505825296.0,传媒
sh600552,767049572.0,建筑材料
sh600555,1303500000.0,房地产
sh600556,394793708.0,综合
sh600557,616449121.0,医药生物
sh600558,897604831.0,机械设备
sh600559,438060173.0,食品饮料
sh600560,223645500.0,机械设备
sh600561,237064000.0,交通运输
sh600562,478731322.0,国防军工
sh600563,225000000.0,电子
sh600565,2423042984.0,房地产
sh600566,809623999.0,医药生物
sh600567,4551253337.0,轻工制造
sh600568,1992869681.0,房地产
sh600569,2393684489.0,钢铁
sh600570,617805180.0,计算机
sh600571,439679218.0,计算机
sh600572,2510730000.0,医药生物
sh600573,250000000.0,食品饮料
sh600575,3886261065.0,交通运输
sh600576,652051627.0,传媒
sh600577,1955324246.0,机械设备
sh600578,6746734457.0,公用事业
sh600579,410636024.0,机械设备
sh600580,1288899586.0,电气设备
sh600581,766448935.0,钢铁
sh600582,4138588892.0,机械设备
sh600583,4421354800.0,采掘
sh600584,1359844003.0,电子
sh600585,5299302579.0,建筑材料
sh600586,1458302100.0,建筑材料
sh600587,406428091.0,医药生物
sh600588,1464217811.0,计算机
sh600589,705305831.0,化工
sh600590,666960584.0,电气设备
sh600592,399553571.0,机械设备
sh600593,92000000.0,休闲服务
sh600594,791927400.0,医药生物
sh600595,1741540403.0,有色金属
sh600596,705414633.0,化工
sh600597,1230636739.0,食品饮料
sh600598,1777679909.0,农林牧渔
sh600599,166000000.0,轻工制造
sh600600,1350982795.0,食品饮料
sh600601,2194891204.0,计算机
sh600602,1367673455.0,计算机
sh600603,878874823.0,综合
sh600604,1873304804.0,房地产
sh600605,147344592.0,商业贸易
sh600606,12168154385.0,房地产
sh600608,328861441.0,钢铁
sh600609,1092667132.0,汽车
sh600610,1071274605.0,建筑装饰
sh600611,2364122864.0,交通运输
sh600612,523117764.0,轻工制造
sh600613,534071628.0,医药生物
sh600614,1752773758.0,有色金属
sh600615,188020508.0,有色金属
sh600616,514619192.0,食品饮料
sh600617,1084663692.0,公用事业
sh600618,1156399976.0,化工
sh600619,866310655.0,家用电器
sh600620,686677113.0,综合
sh600621,1060899292.0,房地产
sh600622,887387812.0,房地产
sh600623,2117430913.0,化工
sh600624,684712010.0,综合
sh600626,710242816.0,纺织服装
sh600628,646875384.0,商业贸易
sh600629,432208132.0,建筑装饰
sh600630,424861597.0,纺织服装
sh600633,1301923953.0,传媒
sh600634,575732081.0,综合
sh600635,2952434675.0,公用事业
sh600636,446941905.0,化工
sh600637,2641735216.0,传媒
sh600638,561163988.0,房地产
sh600639,1122412893.0,房地产
sh600640,795695940.0,传媒
sh600641,806158748.0,房地产
sh600642,4552038316.0,公用事业
sh600643,1437139844.0,非银金融
sh600644,538400659.0,公用事业
sh600645,386081314.0,医药生物
sh600647,139143550.0,房地产
sh600648,1135349124.0,房地产
sh600649,2529575634.0,房地产
sh600650,551610107.0,交通运输
sh600651,991584021.0,电子
sh600652,832703498.0,传媒
sh600653,1946380317.0,汽车
sh600654,1283020992.0,计算机
sh600655,1437321976.0,商业贸易
sh600657,1524260442.0,房地产
sh600658,798989318.0,房地产
sh600660,2508617532.0,汽车
sh600661,286548830.0,传媒
sh600662,1053362191.0,交通运输
sh600663,3361831200.0,房地产
sh600664,2541243276.0,医药生物
sh600665,864122521.0,房地产
sh600666,1227326240.0,电子
sh600667,2106190178.0,建筑装饰
sh600668,344083828.0,建筑材料
sh600671,121778885.0,医药生物
sh600673,2468873909.0,有色金属
sh600674,4402140480.0,公用事业
sh600675,1867059398.0,房地产
sh600676,1028492944.0,汽车
sh600677,521791700.0,国防军工
sh600678,348990000.0,建筑材料
sh600679,402198947.0,汽车
sh600680,382225337.0,通信
sh600681,964157472.0,公用事业
sh600682,1111974472.0,商业贸易
sh600683,740777597.0,房地产
sh600684,853460723.0,房地产
sh600685,1413506378.0,国防军工
sh600686,606738511.0,汽车
sh600687,1488715304.0,有色金属
sh600688,10800000000.0,化工
sh600689,200991343.0,纺织服装
sh600690,6097402727.0,家用电器
sh600691,1756786906.0,化工
sh600692,351764064.0,交通运输
sh600693,898229148.0,商业贸易
sh600694,293718653.0,商业贸易
sh600695,711132100.0,农林牧渔
sh600696,340565550.0,房地产
sh600697,159088075.0,商业贸易
sh600698,971817440.0,汽车
sh600699,949289000.0,汽车
sh600701,1034735218.0,计算机
sh600702,337300000.0,食品饮料
sh600703,4078424928.0,电子
sh600704,4306682417.0,综合
sh600705,8976325766.0,非银金融
sh600706,179509675.0,休闲服务
sh600707,736757688.0,电子
sh600708,1714335956.0,房地产
sh600710,1306749434.0,机械设备
sh600711,1497052305.0,有色金属
sh600712,544655360.0,商业贸易
sh600713,897425598.0,医药生物
sh600714,288176273.0,化工
sh600715,1854853500.0,传媒
sh600716,936060590.0,房地产
sh600717,1674769120.0,交通运输
sh600718,1243197745.0,计算机
sh600719,404599600.0,公用事业
sh600720,776290282.0,建筑材料
sh600721,400386394.0,医药生物
sh600722,680319676.0,化工
sh600723,658407554.0,商业贸易
sh600724,1445241071.0,房地产
sh600725,1232470000.0,采掘
sh600726,1966675153.0,公用事业
sh600727,350986607.0,化工
sh600728,1617339924.0,计算机
sh600729,406528465.0,商业贸易
sh600730,586656002.0,综合
sh600731,327314098.0,化工
sh600732,446383080.0,房地产
sh600733,197586000.0,房地产
sh600734,623515807.0,通信
sh600735,375992296.0,商业贸易
sh600736,1194292932.0,房地产
sh600737,2051876155.0,农林牧渔
sh600738,783095436.0,商业贸易
sh600739,1529709816.0,商业贸易
sh600740,765700000.0,采掘
sh600741,3152723984.0,汽车
sh600742,423046800.0,汽车
sh600743,2346100874.0,房地产
sh600744,1781124274.0,公用事业
sh600745,637266387.0,通信
sh600746,306421452.0,化工
sh600747,1464328399.0,综合
sh600748,1844562892.0,房地产
